ID,lng,lat
1570012174,116.378945,39.958013
1542179399,116.412118,39.988885
1562548950,116.267194,39.837811
1526068509,116.377037,39.989694
1542176568,116.433041,39.944685
1568867737,116.333629,40.030936
1526068506,116.417625,39.974923
1542179397,116.391026,39.922581
1526063776,116.394576,39.896579
1526063771,116.433,39.914579
1525821032,116.452217,39.927817
1526063773,116.429046,39.905094
1570012179,116.478319,39.926466
1570002666,116.349243,39.947638
1570002665,116.312224,39.975821
1570002664,116.356015,39.923923
1525907896,116.483909,39.983563
1525907897,116.47531,39.997309
1525907894,116.467975,39.956548
1525907899,116.424892,39.966299
1570012173,116.434129,39.946242
1525957503,116.417624,39.940991
1525798418,116.46642,39.947707
1525957507,116.394484,39.928412
1569719263,116.281988,39.876659
1525861090,116.273754,39.865509
1568518075,116.487428,39.872177
1526068507,116.441919,39.963396
1525778924,116.297349,39.933366
1526023556,116.314965,40.019012
1538434088,116.419006,39.888165
1526023552,116.298094,40.052358
1562565374,116.490301,39.915211
1525934366,116.422276,39.853574
1525957690,116.421923,39.917052
1562565370,116.414114,39.860094
1562565371,116.431376,39.885322
1525853498,116.31536,39.867603
1568870809,116.359236,39.931199
1542164662,116.414642,39.982819
1568842526,116.301176,39.880981
1526027932,116.588778,39.91288
1568870803,116.329853,39.994573
1568870802,116.329959,39.993729
1542158879,116.377805,39.947634
1525975244,116.308354,39.848168
1525820929,116.4056,39.95155
1570010992,116.40213,39.974215
1570010991,116.376053,39.95787
1541628940,116.364928,39.921033
1541628941,116.354434,39.974812
1541628943,116.297515,39.922035
1541628944,116.358645,39.940572
1570010998,116.46202,39.933823
1525820925,116.394351,39.838487
1541640972,116.279045,39.917654
1525934188,116.385627,39.870892
1525907370,116.510706,39.870311
1525982951,116.372183,39.91451
1546046886,116.223443,39.990133
1525804429,116.425248,39.960199
1525937947,116.4218,39.954084
1525889985,116.274272,39.95071
1526062822,116.469514,39.963283
1526062823,116.43456,39.944904
1526067858,116.417083,39.983446
1526067859,116.456308,39.928369
1526062825,116.380258,39.922659
1526067854,116.478927,39.924031
1526067855,116.416235,39.924426
1570003134,116.300903,39.979969
1570003130,116.30983,39.94091
1570003131,116.375,39.94238
1570003133,116.28337,39.919643
1533719639,116.485867,39.871594
1570003139,116.305127,39.956845
1561694440,116.308509,39.846082
1525850216,116.343834,39.93536
1568535317,116.318947,40.00703
1568535316,116.321669,40.03222
1545924196,116.512632,40.035728
1561694449,116.358168,39.868014
1568535312,116.324514,40.030475
1542045619,116.611367,39.931282
1548059628,116.416215,39.949146
1542048263,116.500683,39.96008
1568927420,116.477832,39.906276
1525857970,116.271594,39.869014
1568927429,116.477831,39.906227
1526064505,116.443792,39.927515
1525779034,116.275412,39.91783
1562578567,116.482027,39.997746
1562578564,116.474541,39.942138
1562578568,116.407552,39.985094
1525920477,116.473832,39.953205
1525765955,116.326166,39.755169
1561981322,116.32903,39.769914
1561981323,116.290522,39.814949
1561981326,116.338681,39.79039
1561981324,116.289882,39.827686
1525956297,116.393507,39.937392
1525956295,116.431036,39.983516
1561645726,116.417934,39.964041
1542124974,116.403095,39.8876
1561645723,116.417716,39.970446
1525922900,116.255885,39.850825
1561645721,116.446154,39.962001
1561645720,116.460155,39.933613
1569720524,116.364779,39.899343
1541631601,116.334362,39.992701
1569720522,116.329164,39.901231
1561819967,116.304688,39.960828
1561819965,116.325109,39.976613
1568517397,116.278174,39.876542
1525781818,116.407807,39.991607
1525781812,116.450587,39.941248
1570005471,116.346229,39.945696
1570005470,116.296605,39.923176
1542165045,116.480986,39.926994
1561820027,116.351386,39.943893
1561820026,116.333936,39.97539
1568516629,116.288978,39.878586
1561820020,116.343782,39.932543
1570009969,116.428766,39.94104
1572048154,116.277388,39.924468
1572048151,116.298238,39.991631
1572048150,116.367504,39.967682
1570574094,116.603418,39.927668
1542161744,116.439858,39.932339
1570009965,116.436916,39.969213
1570007900,116.436306,39.906331
1570009967,116.497981,39.955774
1570007902,116.377414,39.904201
1525767085,116.33223,40.036061
1538291413,116.45039,39.913443
1542168590,116.484781,39.925452
1542168592,116.484781,39.925291
1526061840,116.473245,39.909795
1542168597,116.473294,39.975905
1542168596,116.407273,39.974783
1526009933,116.3084,39.88378
1541775554,116.328295,39.793244
1526009930,116.367789,39.875857
1526061849,116.462123,39.906316
1526009934,116.304617,39.881809
1525804421,116.489776,39.96879
1541632531,116.369493,39.945936
1569721431,116.290244,39.8355
1542131705,116.462988,39.904623
1525961180,116.340473,40.000694
1569720384,116.357326,39.877855
1526028768,116.47555,39.997331
1525943624,116.501723,39.907808
1541788632,116.211194,39.911389
1542049615,116.520821,39.92348
1549000375,116.443258,39.938356
1526028929,116.435024,39.949364
1542049611,116.599514,39.929498
1542049613,116.611382,39.923376
1526028925,116.470737,39.982459
1542049618,116.503726,39.986849
1549000379,116.412126,39.996163
1526028922,116.408907,39.924401
1568842399,116.304811,39.882499
1562579773,116.482173,39.989538
1542119626,116.455647,39.909285
1525992268,116.223685,39.9901
1525943480,116.430837,39.915702
1551011193,116.343825,39.978529
1567658963,116.319005,39.84815
1525818821,116.477905,39.913616
1526019169,116.343052,39.958009
1526084051,116.309474,39.955342
1525818826,116.406261,39.892496
1568870808,116.3371,39.993634
1561701204,116.356502,39.923909
1526049445,116.39072,39.889666
1525868415,116.460909,39.881572
1542169241,116.455426,39.942556
1570001886,116.301948,39.972956
1570001887,116.34275,39.937763
1541634727,116.294766,39.993671
1570001881,116.301328,39.92951
1568518916,116.310161,39.921907
1525805899,116.387937,39.980518
1568518915,116.356538,39.986939
1570003957,116.307459,39.932515
1570006359,116.46715,39.908176
1570006353,116.422129,39.857279
1525945083,116.428707,39.94104
1570006356,116.423049,39.897243
1570003958,116.35403,39.983692
1570003959,116.37251,39.940668
1525937198,116.41849,39.895885
1526062015,116.507688,39.873739
1561816877,116.503835,39.985566
1561816876,116.503834,39.98524
1561980463,116.295282,39.816862
1541783571,116.214573,39.905763
1546708357,116.519324,39.930924
1546423622,116.305818,39.949085
1546423624,116.298416,39.953051
1525830313,116.440227,39.983178
1525830315,116.420813,39.969053
1561809263,116.37597,39.895182
1542024209,116.408425,40.004419
1526019149,116.358811,39.939127
1525820923,116.414684,39.983374
1526019141,116.269784,39.956741
1525802086,116.287418,39.83667
1526019147,116.308902,39.939676
1561646402,116.467142,39.922718
1563361652,116.380344,39.923592
1525795784,116.43636,39.904822
1526012173,116.504013,39.913542
1525819062,116.45053,39.913399
1542028757,116.412641,40.001846
1525819067,116.446357,39.884563
1525819064,116.425587,39.904958
1525967725,116.3282,39.932564
1568926539,116.252854,39.880445
1541619536,116.213117,39.923265
1541948288,116.323485,40.036096
1525834202,116.320304,39.969039
1568926532,116.32146,39.897259
1568926534,116.302938,39.879572
1525919983,116.437851,39.920802
1542078185,116.277827,39.874458
1568876710,116.412464,39.940975
1525847985,116.538721,39.942791
1525829002,116.37584,39.860342
1542078189,116.294432,39.870373
1561685056,116.414597,39.900302
1525883397,116.407481,39.971939
1568757614,116.245272,39.882067
1541632391,116.35889,39.937162
1525883393,116.383719,39.994355
1525883390,116.451877,39.920247
1525819396,116.400364,39.846688
1525790906,116.34275,39.923447
1525790904,116.353307,39.96544
1568770344,116.439332,39.899422
1525868706,116.490637,39.882971
1525909949,116.339098,39.928161
1561809840,116.299363,39.810826
1525944024,116.330546,39.831707
1525791055,116.316664,39.980769
1525791052,116.372006,39.95562
1525986432,116.200037,39.933332
1525919673,116.441014,39.942332
1547996069,116.284248,39.837394
1525943192,116.495856,39.911709
1525963114,116.605044,39.916978
1570008242,116.472338,39.906309
1562030923,116.413171,40.06396
1542136983,116.461549,39.90338
1562565983,116.473949,39.90983
1525838878,116.334264,39.784887
1525823867,116.481397,39.988835
1526084672,116.359741,39.912863
1541618668,116.208326,39.924796
1563965822,116.361115,39.962677
1549524782,116.334645,39.753425
1541618663,116.201057,39.924332
1542136986,116.434461,39.905224
1542136989,116.376312,39.906706
1525770697,116.353565,39.916754
1525921467,116.273295,39.956859
1525894637,116.472823,39.989682
1525894519,116.414061,39.964199
1546345518,116.284711,39.910125
1570561934,116.576645,39.910914
1561650310,116.379709,39.924047
1541627659,116.32745,39.983098
1541627650,116.315493,39.998874
1562546658,116.367868,39.878387
1525943736,116.50017,39.873344
1542170615,116.421707,39.995896
1563965797,116.316083,39.989801
1563965796,116.316049,39.990183
1562546656,116.374265,39.870943
1525763530,116.306096,39.975928
1571113359,116.35575,39.869661
1525763535,116.309918,39.935195
1542063736,116.479958,39.792346
1569993462,116.30558,40.045444
1569993461,116.367015,40.001499
1569993464,116.352317,40.004666
1569993465,116.312669,40.030391
1570004463,116.310485,39.937295
1570004462,116.344208,39.937406
1526001768,116.497321,39.987916
1570004464,116.353548,39.991257
1526001766,116.470131,39.925682
1562045359,116.333205,40.013248
1569721711,116.252697,39.907626
1526071603,116.377453,40.022559
1525983436,116.317707,39.867477
1525962645,116.31513,40.019036
